日期,站点名称,事件描述
2023/10/6,Lijiatang,Special Event: National Day
2023/10/6,Sanpu,Special Event: National Day
2023/10/6,Xintang,Special Event: National Day
2023/10/6,Guanshi,Special Event: National Day
2023/10/6,Leiyang,Special Event: National Day
2023/10/6,Matian,Special Event: National Day
2023/10/6,Chenzhou,Special Event: National Day
2023/10/6,Liangtian,Special Event: National Day
2023/10/6,Xiaotang,Special Event: National Day
2023/10/6,Jinqiao,Special Event: National Day
2023/10/6,Youren,Special Event: National Day
2023/10/6,Guanshan,Special Event: National Day
2023/10/6,Jinzhou,Special Event: National Day
2023/10/6,Ningxiang,Special Event: National Day
2023/10/6,Quanjiaohe,Special Event: National Day
2023/10/6,Chaoyang,Special Event: National Day
2023/10/6,Yiyang North,Special Event: National Day
2023/10/6,Xiejiapu,Special Event: National Day
2023/10/6,Reshi,Special Event: National Day
2023/10/6,Cili West,Special Event: National Day
2023/10/6,Yanghe,Special Event: National Day
2023/10/6,Jiaoziya,Special Event: National Day
2023/10/6,Longshan,Special Event: National Day
2023/10/6,Shaoyang County,Special Event: National Day
2023/10/6,Yongzhou North,Special Event: National Day
2023/10/6,Jielvqiao,Special Event: National Day
2023/10/6,Yangmingshan,Special Event: National Day
2023/10/6,Ningyuan,Special Event: National Day
2023/10/6,Lanshan,Special Event: National Day
2023/10/6,Zhanqiao,Special Event: National Day
2023/10/6,Hefu,Special Event: National Day
2023/10/6,Taoyuan,Special Event: National Day
2023/10/6,Guanzhuang,Special Event: National Day
2023/10/6,Yuanling,Special Event: National Day
2023/10/6,Luxi,Special Event: National Day
2023/10/6,Jishou East,Special Event: National Day
2023/10/6,Jishou South,Special Event: National Day
2023/10/6,Fenghuang West,Special Event: National Day
2023/10/6,Langshan,Special Event: National Day
2023/10/6,Zhangfang,Special Event: National Day
2023/10/6,Gugang,Special Event: National Day
2023/10/6,Pengshan,Special Event: National Day
2023/10/6,Huanghua,Special Event: National Day
2023/10/6,Zhuzhou North,Special Event: National Day
2023/10/6,Xiangtan,Special Event: National Day
2023/10/6,Xiangxiang,Special Event: National Day
2023/10/6,Loudi,Special Event: National Day
2023/10/6,Lianqiao,Special Event: National Day
2023/10/6,Shaoyang South,Special Event: National Day
2023/10/6,Longhui,Special Event: National Day
2023/10/6,Dongkou,Special Event: National Day
2023/10/6,Jiangkou,Special Event: National Day
2023/10/6,Zhongfang,Special Event: National Day
2023/10/6,Zhijiang,Special Event: National Day
2023/10/6,Xinhuang,Special Event: National Day
2023/10/6,Chadong,Special Event: National Day
2023/10/6,Aizhai,Special Event: National Day
2023/10/6,Fenghuang,Special Event: National Day
2023/10/6,Huaihua West,Special Event: National Day
2023/10/6,Huaihua South,Special Event: National Day
2023/10/6,Hongjiang,Special Event: National Day
2023/10/6,Huitong,Special Event: National Day
2023/10/6,Jingzhou,Special Event: National Day
2023/10/6,Le'anpu,Special Event: National Day
2023/10/6,Shuangjiang,Special Event: National Day
2023/10/6,Tongdao,Special Event: National Day
2023/10/6,Jiehualong,Special Event: National Day
2023/10/6,Youxian,Special Event: National Day
2023/10/6,Hengdong,Special Event: National Day
2023/10/6,Hongshi,Special Event: National Day
2023/10/6,Shibu,Special Event: National Day
2023/10/6,Dazhongqiao,Special Event: National Day
2023/10/6,Zaomupu,Special Event: National Day
2023/10/6,Yijiang,Special Event: National Day
2023/10/6,Lingxiu,Special Event: National Day
2023/10/6,Pinghe,Special Event: National Day
2023/10/6,Chenzhou West,Special Event: National Day
2023/10/6,Yantang,Special Event: National Day
2023/10/6,Citangxu,Special Event: National Day
2023/10/6,Ningyuan West,Special Event: National Day
2023/10/6,Daozhou East,Special Event: National Day
2023/10/6,Xianzijiao,Special Event: National Day
2023/10/6,Shaoshan,Special Event: National Day
2023/10/6,Zhangjiajie West,Special Event: National Day
2023/10/6,Furong Town West,Special Event: National Day
2023/10/6,Huayuan,Special Event: National Day
2023/10/6,Taohuajiang,Special Event: National Day
2023/10/6,Majitang West,Special Event: National Day
2023/10/6,Yunlong,Special Event: National Day
2023/10/6,Lishantang,Special Event: National Day
2023/10/6,Chijiang Interchange East,Special Event: National Day
2023/10/6,Daolin Interchange East,Special Event: National Day
2023/10/6,Shaoshan Interchange East,Special Event: National Day
2023/10/6,Qishan Interchange East,Special Event: National Day
2023/10/6,Longtang Interchange East,Special Event: National Day
2023/10/6,Xupu,Special Event: National Day
2023/10/6,Huaihua North,Special Event: National Day
2023/10/6,Zhuxi,Special Event: National Day
2023/10/6,Zhurong,Special Event: National Day
2023/10/6,Hengyang North,Special Event: National Day
2023/10/6,Yaojiaba,Special Event: National Day
2023/10/6,Chayuan,Special Event: National Day
2023/10/6,Lianyuan,Special Event: National Day
2023/10/6,Xinhua,Special Event: National Day
2023/10/6,Huarong,Special Event: National Day
2023/10/6,Nanxian West,Special Event: National Day
2023/10/6,Nijiangkou,Special Event: National Day
2023/10/6,Xintian,Special Event: National Day
2023/10/6,Qishan,Special Event: National Day
2023/10/6,Maotian,Special Event: National Day
2023/10/6,Shuangfeng West,Special Event: National Day
2023/10/6,Tanshanzui,Special Event: National Day
2023/10/6,Niaojiang,Special Event: National Day
2023/10/6,Yangshan,Special Event: National Day
2023/10/6,Songmutang,Special Event: National Day
2023/10/6,Daozhou South,Special Event: National Day
2023/10/6,Huilongxu,Special Event: National Day
2023/10/6,Zhaishi,Special Event: National Day
2023/10/6,Dashui,Special Event: National Day
2023/10/6,Wugang West,Special Event: National Day
2023/10/6,Huaihua East,Special Event: National Day
2023/9/1,Yongzhou North,"Special Event: Road construction at Yongzhoubei toll station (weighing equipment renovation, over-limit vehicles detour)"
2023/9/3,Yongzhou North,"Special Event: Road construction at Yongzhoubei toll station (weighing equipment renovation, over-limit vehicles detour)"
2023/9/9,Yongzhou North,"Special Event: Road construction at Yongzhoubei toll station (weighing equipment renovation, over-limit vehicles detour)"
2023/9/10,Yongzhou North,"Special Event: Road construction at Yongzhoubei toll station (weighing equipment renovation, over-limit vehicles detour)"
2023/9/12,Yongzhou North,"Special Event: Road construction at Yongzhoubei toll station (weighing equipment renovation, over-limit vehicles detour)"
2023/9/13,Yongzhou North,"Special Event: Road construction at Yongzhoubei toll station (weighing equipment renovation, over-limit vehicles detour)"
2023/9/14,Yongzhou North,"Special Event: Road construction at Yongzhoubei toll station (weighing equipment renovation, over-limit vehicles detour)"
2023/9/15,Yongzhou North,"Special Event: Road construction at Yongzhoubei toll station (weighing equipment renovation, over-limit vehicles detour)"
2023/9/10,Furong Town West,Special Event: Road construction at Furongzhenxi & Longshan toll stations (truck weighing renovation)
2023/9/11,Furong Town West,Special Event: Road construction at Furongzhenxi & Longshan toll stations (truck weighing renovation)
2023/9/11,Furong Town West,Special Event: Road construction at Furongzhenxi & Longshan toll stations (truck weighing renovation)
2023/9/12,Furong Town West,Special Event: Road construction at Furongzhenxi & Longshan toll stations (truck weighing renovation)
2023/9/12,Longshan,Special Event: Road construction at Furongzhenxi & Longshan toll stations (truck weighing renovation)
2023/9/20,Furong Town West,Special Event: Road construction at Furongzhenxi & Longshan toll stations (truck weighing renovation)
2023/9/20,Longshan,Special Event: Road construction at Furongzhenxi & Longshan toll stations (truck weighing renovation)
2023/9/21,Longshan,Special Event: Road construction at Furongzhenxi & Longshan toll stations (truck weighing renovation)
2023/9/22,Longshan,Special Event: Road construction at Furongzhenxi & Longshan toll stations (truck weighing renovation)
2023/9/25,Longshan,Special Event: Road construction at Furongzhenxi & Longshan toll stations (truck weighing renovation)
2023/9/1,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/2,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/3,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/7,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/9,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/10,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/12,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/14,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/15,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/16,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/21,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/27,Fenghuang West,"Special Event: Reconstruction at Fenghuangxi toll station (partial lane closure, limited passage)"
2023/9/1,Liufeng,Special Event: Heavy traffic congestion at main line toll stations
2023/9/1,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/1,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/1,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/1,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/1,Chenzhou,Special Event: Heavy traffic congestion at main line toll stations
2023/9/2,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/2,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/3,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/3,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/3,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/3,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/4,Liufeng,Special Event: Heavy traffic congestion at main line toll stations
2023/9/4,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/4,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/4,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/5,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/5,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/5,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/6,Liufeng,Special Event: Heavy traffic congestion at main line toll stations
2023/9/6,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/6,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/6,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/7,Liufeng,Special Event: Heavy traffic congestion at main line toll stations
2023/9/7,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/7,Chenzhou,Special Event: Heavy traffic congestion at main line toll stations
2023/9/8,Liufeng,Special Event: Heavy traffic congestion at main line toll stations
2023/9/8,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/8,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/9,Liufeng,Special Event: Heavy traffic congestion at main line toll stations
2023/9/9,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/9,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/9,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/10,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/10,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/10,Chenzhou,Special Event: Heavy traffic congestion at main line toll stations
2023/9/11,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/11,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/11,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/11,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/12,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/12,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/13,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/14,Liufeng,Special Event: Heavy traffic congestion at main line toll stations
2023/9/14,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/14,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/14,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/14,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/14,Chenzhou,Special Event: Heavy traffic congestion at main line toll stations
2023/9/15,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/15,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/16,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/16,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/16,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/17,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/18,Liufeng,Special Event: Heavy traffic congestion at main line toll stations
2023/9/18,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/18,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/18,Chenzhou,Special Event: Heavy traffic congestion at main line toll stations
2023/9/19,Liufeng,Special Event: Heavy traffic congestion at main line toll stations
2023/9/19,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/20,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/20,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/21,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/21,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/21,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/22,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/22,Yueyang East,Special Event: Heavy traffic congestion at main line toll stations
2023/9/23,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/23,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/23,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/23,Chenzhou,Special Event: Heavy traffic congestion at main line toll stations
2023/9/24,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/24,Chenzhou,Special Event: Heavy traffic congestion at main line toll stations
2023/9/25,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/25,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/25,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/25,Chenzhou,Special Event: Heavy traffic congestion at main line toll stations
2023/9/26,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/26,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/26,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/26,Chenzhou,Special Event: Heavy traffic congestion at main line toll stations
2023/9/27,Huangxing,Special Event: Heavy traffic congestion at main line toll stations
2023/9/27,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/27,Lijiatang,Special Event: Heavy traffic congestion at main line toll stations
2023/9/27,Chenzhou,Special Event: Heavy traffic congestion at main line toll stations
2023/9/28,Langli,Special Event: Heavy traffic congestion at main line toll stations
2023/9/14,Zhongfang,"Special Event: Traffic law enforcement at Zhongfang toll station (over-limit inspection, truck delay)"
2023/9/19,Zhongfang,"Special Event: Traffic law enforcement at Zhongfang toll station (over-limit inspection, truck delay)"
2023/9/21,Zhongfang,"Special Event: Traffic law enforcement at Zhongfang toll station (over-limit inspection, truck delay)"
2023/9/23,Zhongfang,"Special Event: Traffic law enforcement at Zhongfang toll station (over-limit inspection, truck delay)"
2023/9/24,Zhongfang,"Special Event: Traffic law enforcement at Zhongfang toll station (over-limit inspection, truck delay)"
2023/9/25,Zhongfang,"Special Event: Traffic law enforcement at Zhongfang toll station (over-limit inspection, truck delay)"
2023/9/26,Zhongfang,"Special Event: Traffic law enforcement at Zhongfang toll station (over-limit inspection, truck delay)"
2023/10/2,Shegang,"Special Event: Traffic accident near Shegang toll station (vehicle collision, temporary congestion)"
2023/10/6,Xiangtan,"Special Event: Multi-vehicle collision at Xiangtan toll station (traffic control, slow traffic)"
